DateTime	sewer_and_water	power	roads_and_bridges	medical	buildings	shake_intensity	location
2020-04-06 00:20:00	7.0	5.0	4.0	3.0	9.0	0.0	16
2020-04-06 01:10:00	10.0	4.0	5.0	8.0	7.0	0.0	16
2020-04-06 02:40:00	10.0	10.0	10.0	0.0	9.0	0.0	16
2020-04-06 02:55:00	10.0	0.0	3.0	10.0	10.0	0.0	16
2020-04-06 03:35:00	10.0	8.0	1.0	10.0	9.0	0.0	16
2020-04-06 03:40:00	4.0	2.0	2.0	3.0	2.0	1.0	16
2020-04-06 04:10:00	4.0	5.0	7.0	3.0	8.0	0.0	16
2020-04-06 05:10:00	9.0	6.0	4.0	4.0	5.0	0.0	16
2020-04-06 05:15:00	8.0	10.0	6.0	4.0	8.0	1.0	16
2020-04-06 05:40:00	3.5	5.5	10.0	7.0	5.5	0.0	16
2020-04-06 05:55:00	0.0	10.0	3.0	10.0	0.0	0.0	16
2020-04-06 06:05:00	9.0	9.0	5.0	10.0	4.0	0.0	16
2020-04-06 06:10:00	5.0	0.0	1.0	10.0	3.0	0.0	16
2020-04-06 06:20:00	6.0	3.0	3.0	7.0	8.0	0.0	16
2020-04-06 06:25:00	0.0	0.0	7.0	7.0	10.0	0.0	16
2020-04-06 06:30:00	10.0	0.0	3.0	9.0	0.0	0.0	16
2020-04-06 06:45:00	7.0	2.0	3.0	4.0	4.0	0.0	16
2020-04-06 07:20:00	3.0	4.0	10.0	9.0	0.0	0.0	16
2020-04-06 07:35:00	8.0	10.0	1.0	1.0	10.0	0.0	16
2020-04-06 07:45:00	0.0	10.0	1.0	2.0	10.0	0.0	16
2020-04-06 07:55:00	2.0	6.0	7.0	6.0	8.0	0.0	16
2020-04-06 08:15:00	10.0	6.0	1.0	10.0	2.0	0.0	16
2020-04-06 08:25:00	1.0	0.0	10.0	10.0	4.0	0.0	16
2020-04-06 09:35:00	0.0	5.0	0.0	9.0	10.0	0.0	16
2020-04-06 09:40:00	0.0	6.0	2.0	6.0	2.0	0.0	16
2020-04-06 10:00:00	5.0	2.0	1.0	5.0	8.0	0.0	16
2020-04-06 10:05:00	8.0	6.0	1.0	0.0	5.0	0.0	16
2020-04-06 10:15:00	4.0	0.0	7.0	5.0	4.0	0.0	16
2020-04-06 10:20:00	5.0	9.0	5.5	5.0	10.0	0.0	16
2020-04-06 10:25:00	8.0	0.5	1.5	8.0	2.5	0.0	16
2020-04-06 10:30:00	4.0	2.0	5.0	2.0	4.0	0.0	16
2020-04-06 10:45:00	8.0	0.0	10.0	5.0	4.0	0.0	16
2020-04-06 11:00:00	7.0	1.0	4.0	7.0	2.0	0.0	16
2020-04-06 11:15:00	7.0	10.0	4.0	7.0	3.0	0.0	16
