DateTime	sewer_and_water	power	roads_and_bridges	medical	buildings	shake_intensity	location
2020-04-06 00:00:00	6.0	2.0	9.0	0.0	4.0	1.0	15
2020-04-06 00:05:00	7.0	9.0	10.0	0.0	3.0	0.0	15
2020-04-06 00:20:00	0.0	5.0	4.0	0.0	8.0	0.0	15
2020-04-06 00:25:00	7.5	2.0	2.5	0.0	3.0	0.0	15
2020-04-06 00:50:00	9.0	7.0	1.0	0.0	9.0	0.0	15
2020-04-06 00:55:00	7.5	5.25	7.75	0.0	4.25	0.0	15
2020-04-06 01:00:00	10.0	3.0	5.0	0.0	0.0	0.0	15
2020-04-06 01:05:00	0.0	5.0	0.0	0.0	2.0	0.0	15
2020-04-06 01:20:00	4.0	9.0	10.0	0.0	6.0	1.0	15
2020-04-06 01:40:00	5.5	9.0	5.0	0.0	6.0	0.5	15
2020-04-06 01:55:00	7.0	5.5	4.0	0.0	3.5	0.0	15
2020-04-06 02:05:00	5.5	6.5	9.0	0.0	9.0	0.0	15
2020-04-06 02:10:00	0.0	3.0	9.0	0.0	9.0	0.0	15
2020-04-06 02:15:00	4.0	0.0	0.0	0.0	10.0	0.0	15
2020-04-06 02:35:00	0.0	1.0	2.0	0.0	3.0	0.0	15
2020-04-06 02:45:00	0.0	0.0	8.0	0.0	7.0	0.0	15
2020-04-06 02:50:00	6.333333333333333	5.666666666666667	6.333333333333333	0.0	8.333333333333334	0.0	15
2020-04-06 02:55:00	1.0	1.0	8.0	0.0	4.0	0.0	15
2020-04-06 03:00:00	7.0	6.0	7.0	0.0	4.0	1.0	15
2020-04-06 03:10:00	4.0	4.0	0.0	0.0	6.0	0.0	15
2020-04-06 03:15:00	3.0	6.0	0.0	0.0	7.0	0.0	15
2020-04-06 03:20:00	1.0	5.0	5.0	0.0	4.0	0.0	15
2020-04-06 03:35:00	7.0	6.0	1.0	0.0	8.0	1.0	15
2020-04-06 03:45:00	3.5	0.0	4.5	0.0	7.0	0.0	15
2020-04-06 03:55:00	7.0	4.0	8.0	0.0	1.0	0.0	15
2020-04-06 04:05:00	3.0	5.0	10.0	0.0	2.0	0.0	15
2020-04-06 04:10:00	10.0	6.0	2.0	0.0	2.0	0.0	15
2020-04-06 04:20:00	0.0	5.0	3.0	0.0	2.0	0.0	15
2020-04-06 04:25:00	9.0	10.0	6.0	0.0	6.0	0.0	15
2020-04-06 04:30:00	10.0	10.0	9.0	0.0	8.0	1.0	15
2020-04-06 04:35:00	7.0	8.0	5.0	0.0	8.0	0.0	15
2020-04-06 04:40:00	1.0	0.0	0.0	0.0	6.0	0.0	15
2020-04-06 04:45:00	10.0	1.0	10.0	0.0	3.0	0.0	15
2020-04-06 04:50:00	3.0	7.0	3.0	0.0	4.0	0.0	15
2020-04-06 05:00:00	3.0	2.0	1.0	0.0	3.0	0.0	15
2020-04-06 05:05:00	8.0	5.0	2.0	0.0	5.0	0.0	15
2020-04-06 05:10:00	5.0	9.0	8.0	0.0	10.0	0.0	15
2020-04-06 05:15:00	10.0	5.0	7.0	0.0	10.0	0.0	15
2020-04-06 05:20:00	10.0	8.0	10.0	0.0	3.0	0.0	15
2020-04-06 05:25:00	8.0	8.0	0.0	0.0	10.0	0.0	15
2020-04-06 05:30:00	10.0	4.0	1.0	0.0	4.0	0.0	15
2020-04-06 05:35:00	10.0	8.0	9.0	0.0	1.0	0.0	15
2020-04-06 05:40:00	5.0	6.0	5.0	0.0	6.0	0.0	15
2020-04-06 05:45:00	4.0	0.0	7.0	0.0	3.0	0.0	15
2020-04-06 05:50:00	3.5	2.5	6.5	0.0	7.0	0.0	15
2020-04-06 05:55:00	1.0	3.0	6.0	0.0	10.0	0.0	15
2020-04-06 06:10:00	5.0	1.6666666666666667	4.0	0.0	5.666666666666667	0.0	15
2020-04-06 06:25:00	6.0	9.5	7.0	0.0	5.0	0.0	15
2020-04-06 06:30:00	3.0	6.0	8.0	0.0	2.5	0.0	15
2020-04-06 06:35:00	5.0	6.0	10.0	0.0	10.0	0.0	15
2020-04-06 06:40:00	5.0	4.0	3.0	0.0	6.0	0.0	15
2020-04-06 06:45:00	1.0	5.0	9.0	0.0	0.0	0.0	15
2020-04-06 06:50:00	7.5	5.5	5.0	0.0	10.0	0.0	15
2020-04-06 06:55:00	10.0	7.0	0.0	0.0	2.0	0.0	15
2020-04-06 07:00:00	1.0	10.0	10.0	0.0	9.0	0.0	15
2020-04-06 07:05:00	3.0	9.0	9.0	0.0	3.0	0.0	15
2020-04-06 07:15:00	9.5	4.5	3.5	0.0	8.0	0.0	15
2020-04-06 07:25:00	1.0	6.0	6.0	0.0	4.0	0.0	15
2020-04-06 07:30:00	7.0	10.0	10.0	0.0	7.0	0.0	15
2020-04-06 07:35:00	3.4	4.4	6.8	0.0	5.2	0.0	15
2020-04-06 07:40:00	10.0	3.0	9.0	0.0	5.0	0.0	15
2020-04-06 07:50:00	6.5	0.5	7.5	0.0	2.5	0.0	15
2020-04-06 07:55:00	3.0	10.0	4.0	0.0	3.0	0.0	15
2020-04-06 08:15:00	10.0	0.0	8.0	0.0	4.0	0.0	15
2020-04-06 08:25:00	8.0	0.0	4.0	0.0	4.0	0.0	15
2020-04-06 08:35:00	0.0	2.0	9.0	0.0	0.0	0.0	15
2020-04-06 08:40:00	6.0	3.0	0.0	0.0	6.0	0.0	15
2020-04-06 08:45:00	9.0	3.0	9.0	0.0	10.0	0.0	15
2020-04-06 08:50:00	2.3333333333333335	5.666666666666667	8.333333333333334	0.0	6.0	0.3333333333333333	15
2020-04-06 09:10:00	9.0	10.0	6.0	0.0	6.0	0.0	15
2020-04-06 09:15:00	10.0	6.0	4.0	0.0	0.0	0.0	15
2020-04-06 09:20:00	2.5	6.5	7.0	0.0	5.0	0.0	15
2020-04-06 09:25:00	7.5	9.5	8.0	0.0	4.0	0.0	15
2020-04-06 09:30:00	9.0	0.0	5.0	0.0	5.0	0.0	15
2020-04-06 09:35:00	5.0	3.0	3.3333333333333335	0.0	5.333333333333333	0.0	15
2020-04-06 09:45:00	7.5	4.0	2.25	0.0	4.5	0.25	15
2020-04-06 09:50:00	3.0	6.0	4.0	5.0	5.5	0.5	15
2020-04-06 09:55:00	10.0	10.0	10.0	0.0	6.0	0.0	15
2020-04-06 10:00:00	6.5	2.0	10.0	0.0	3.0	0.0	15
2020-04-06 10:10:00	1.0	10.0	7.0	0.0	1.0	0.0	15
2020-04-06 10:20:00	1.0	8.0	2.0	0.0	2.0	0.0	15
2020-04-06 10:25:00	4.0	9.5	6.5	0.0	9.0	0.0	15
2020-04-06 10:35:00	10.0	4.0	0.0	0.0	1.0	0.0	15
2020-04-06 10:40:00	4.666666666666667	3.3333333333333335	3.3333333333333335	0.0	5.333333333333333	0.0	15
2020-04-06 10:45:00	4.0	8.0	8.0	0.0	3.0	0.0	15
2020-04-06 10:50:00	2.5	6.0	4.5	0.0	7.0	0.0	15
2020-04-06 10:55:00	7.0	6.0	7.0	0.0	5.0	0.0	15
2020-04-06 11:00:00	7.0	10.0	5.0	0.0	3.0	0.0	15
2020-04-06 11:05:00	4.0	2.0	7.5	0.0	8.0	0.5	15
2020-04-06 11:10:00	0.0	1.0	10.0	0.0	5.0	0.0	15
2020-04-06 11:15:00	3.0	1.0	7.0	0.0	10.0	0.0	15
2020-04-06 11:20:00	4.0	2.0	10.0	0.0	7.0	0.0	15
2020-04-06 11:25:00	0.0	0.0	5.0	0.0	8.0	0.0	15
2020-04-06 11:30:00	7.0	10.0	10.0	0.0	2.0	0.0	15
2020-04-06 11:35:00	7.0	7.5	1.0	0.0	3.0	0.0	15
2020-04-06 11:40:00	10.0	1.0	10.0	0.0	2.0	0.0	15
2020-04-06 11:50:00	8.0	6.0	4.0	0.0	8.5	0.0	15
2020-04-06 11:55:00	6.0	8.666666666666666	5.333333333333333	0.0	1.6666666666666667	0.0	15
2020-04-06 12:10:00	8.0	9.0	6.0	0.0	9.0	0.0	15
2020-04-06 12:20:00	6.5	9.0	5.0	0.0	4.5	0.0	15
2020-04-06 12:25:00	1.0	1.0	6.0	0.0	10.0	0.0	15
2020-04-06 12:30:00	4.0	9.0	3.0	0.0	4.0	0.0	15
2020-04-06 12:55:00	6.0	0.0	10.0	0.0	8.0	0.0	15
2020-04-06 13:00:00	1.0	7.5	9.5	0.0	1.5	0.5	15
2020-04-06 13:05:00	5.0	5.0	1.0	0.0	3.0	0.0	15
2020-04-06 13:15:00	6.0	5.0	9.5	0.0	5.5	0.0	15
2020-04-06 13:25:00	7.5	7.5	5.5	0.0	0.5	0.0	15
2020-04-06 13:30:00	9.0	1.0	10.0	0.0	10.0	0.0	15
2020-04-06 13:40:00	6.0	6.0	4.0	0.0	6.0	0.0	15
2020-04-06 13:45:00	5.0	5.5	6.5	0.0	3.5	0.5	15
2020-04-06 13:50:00	8.5	9.0	5.0	0.0	3.0	0.0	15
2020-04-06 13:55:00	5.5	5.5	3.0	0.0	3.5	0.5	15
