DateTime	sewer_and_water	power	roads_and_bridges	medical	buildings	shake_intensity	location
2020-04-06 00:05:00	10.0	1.0	4.0	0.0	3.0	0.0	13
2020-04-06 01:10:00	7.0	3.0	9.0	0.0	8.0	0.0	13
2020-04-06 01:15:00	5.0	8.5	7.0	0.0	5.5	0.0	13
2020-04-06 02:15:00	9.0	7.0	10.0	0.0	0.0	0.0	13
2020-04-06 06:30:00	6.0	6.0	7.0	0.0	3.0	0.0	13
2020-04-06 07:05:00	5.0	2.0	1.0	0.0	10.0	0.0	13
2020-04-06 07:45:00	10.0	4.0	10.0	0.0	7.0	0.0	13
2020-04-06 08:00:00	10.0	10.0	9.0	0.0	4.0	0.0	13
2020-04-06 08:25:00	2.0	2.0	8.0	0.0	2.0	0.0	13
2020-04-06 08:30:00	3.0	8.0	5.0	0.0	3.0	1.0	13
2020-04-06 08:35:00	2.0	1.0	10.0	0.0	4.0	0.0	13
2020-04-06 09:25:00	1.0	1.0	6.0	0.0	5.0	0.0	13
2020-04-06 09:35:00	2.0	6.0	10.0	0.0	10.0	0.0	13
2020-04-06 09:55:00	1.0	8.0	10.0	0.0	2.0	0.0	13
2020-04-06 11:45:00	2.0	1.0	10.0	0.0	10.0	0.0	13
2020-04-06 11:55:00	1.0	1.0	9.0	0.0	10.0	0.0	13
2020-04-06 13:10:00	8.0	4.0	10.0	0.0	0.0	0.0	13
2020-04-06 13:55:00	10.0	4.0	5.0	0.0	8.0	0.0	13
2020-04-06 14:35:00	0.0	1.0	3.5	0.0	2.0	0.0	13
2020-04-06 14:40:00	1.0	0.0	3.0	0.0	3.0	0.0	13
2020-04-06 14:50:00	0.0	0.0	4.0	0.0	3.0	0.0	13
2020-04-06 14:55:00	1.0	4.5	7.0	0.0	4.5	0.0	13
2020-04-06 15:00:00	0.0	0.0	3.0	0.0	1.0	1.0	13
2020-04-06 15:20:00	0.0	1.0	3.0	0.0	2.0	0.0	13
2020-04-06 15:25:00	0.0	0.0	5.0	0.0	3.0	1.0	13
2020-04-06 15:50:00	0.0	1.0	5.0	0.0	2.0	0.0	13
2020-04-06 16:00:00	0.5	0.5	4.5	0.0	1.0	0.0	13
2020-04-06 16:05:00	0.5	0.75	4.75	0.0	2.25	0.5	13
2020-04-06 16:10:00	0.6666666666666666	0.0	4.333333333333333	0.0	2.3333333333333335	0.0	13
2020-04-06 16:15:00	0.2	1.8	3.4	0.0	3.6	0.0	13
2020-04-06 16:20:00	0.6666666666666666	0.0	4.0	0.0	1.6666666666666667	0.0	13
2020-04-06 16:25:00	0.4	0.2	3.8	0.0	2.2	0.2	13
2020-04-06 16:30:00	0.0	0.0	4.0	0.0	2.25	0.25	13
2020-04-06 16:35:00	0.6	0.4	3.4	0.2	2.0	0.0	13
2020-04-06 16:40:00	0.0	0.0	5.5	0.0	2.0	0.0	13
2020-04-06 16:45:00	0.2	0.0	4.0	0.0	1.8	0.2	13
2020-04-06 16:50:00	0.6	0.0	4.6	0.0	2.4	0.2	13
2020-04-06 16:55:00	0.0	0.0	4.0	0.0	3.0	1.0	13
2020-04-06 17:00:00	0.0	0.0	3.0	0.0	2.0	0.0	13
2020-04-06 17:05:00	0.0	0.5	4.0	0.0	2.0	0.5	13
2020-04-06 17:10:00	0.0	0.0	6.0	0.0	3.0	0.0	13
2020-04-06 17:15:00	0.0	0.5	4.5	0.0	2.5	0.5	13
2020-04-06 17:20:00	0.0	0.3333333333333333	3.6666666666666665	0.0	2.0	0.6666666666666666	13
2020-04-06 17:25:00	0.0	1.0	4.0	0.0	2.0	1.0	13
2020-04-06 17:30:00	0.0	0.0	4.0	0.0	2.0	0.0	13
2020-04-06 17:35:00	0.0	1.0	4.5	0.0	0.5	0.0	13
2020-04-06 17:45:00	0.0	0.0	5.0	0.0	2.0	1.0	13
2020-04-06 17:50:00	0.0	0.0	5.0	0.0	2.0	0.0	13
2020-04-06 17:55:00	0.0	0.0	4.0	0.0	2.0	0.0	13
2020-04-06 18:00:00	0.0	0.0	3.3333333333333335	0.0	1.3333333333333333	0.0	13
2020-04-06 18:15:00	0.0	0.0	3.0	0.0	2.0	0.0	13
2020-04-06 18:25:00	0.0	0.0	5.0	0.0	2.0	0.0	13
2020-04-06 18:30:00	0.0	0.0	4.5	0.0	2.5	0.0	13
