DateTime	sewer_and_water	power	roads_and_bridges	medical	buildings	shake_intensity	location
2020-04-06 00:05:00	10.0	3.0	8.0	4.0	1.0	0.0	6
2020-04-06 00:10:00	0.6666666666666666	7.0	1.3333333333333333	6.666666666666667	9.0	0.3333333333333333	6
2020-04-06 00:15:00	8.0	3.0	1.0	7.0	10.0	0.0	6
2020-04-06 00:20:00	10.0	3.0	10.0	9.0	0.0	0.0	6
2020-04-06 00:25:00	1.0	5.0	4.0	1.0	8.0	0.0	6
2020-04-06 00:40:00	10.0	5.0	2.5	5.0	7.0	0.0	6
2020-04-06 00:45:00	10.0	4.0	8.0	1.0	0.0	0.0	6
2020-04-06 00:55:00	7.0	5.0	5.0	7.0	3.0	1.0	6
2020-04-06 01:00:00	5.5	8.0	7.0	3.5	6.0	0.0	6
2020-04-06 01:05:00	7.0	2.0	3.0	6.0	10.0	0.0	6
2020-04-06 01:10:00	7.0	5.0	5.0	7.0	4.5	0.0	6
2020-04-06 01:15:00	4.333333333333333	4.666666666666667	4.333333333333333	5.333333333333333	3.0	0.0	6
2020-04-06 01:30:00	2.0	1.0	2.0	8.0	7.0	0.0	6
2020-04-06 01:35:00	6.0	3.0	10.0	7.0	2.0	0.0	6
2020-04-06 02:10:00	3.0	4.0	0.0	2.0	10.0	0.0	6
2020-04-06 02:15:00	9.0	7.0	6.5	6.5	3.5	0.0	6
2020-04-06 02:20:00	7.5	7.5	7.5	3.0	10.0	0.0	6
2020-04-06 02:35:00	1.0	4.0	2.5	3.5	8.5	0.0	6
2020-04-06 02:40:00	8.0	5.0	2.0	10.0	7.0	1.0	6
2020-04-06 02:45:00	7.0	10.0	0.0	0.0	10.0	0.0	6
2020-04-06 02:50:00	6.0	6.0	5.0	5.5	7.0	0.0	6
2020-04-06 02:55:00	6.0	3.0	9.0	1.0	10.0	0.0	6
2020-04-06 03:00:00	9.0	3.0	2.0	4.0	2.0	0.0	6
2020-04-06 03:05:00	6.5	9.5	8.0	7.0	9.5	0.0	6
2020-04-06 03:10:00	7.5	2.0	4.0	7.5	3.5	0.0	6
2020-04-06 03:15:00	5.0	9.0	10.0	2.0	10.0	0.0	6
2020-04-06 03:20:00	7.0	0.0	0.0	10.0	9.0	0.0	6
2020-04-06 03:25:00	8.5	5.5	6.5	5.0	5.5	0.5	6
2020-04-06 03:30:00	4.0	8.0	6.0	2.0	2.0	0.0	6
2020-04-06 03:40:00	10.0	8.0	1.0	5.0	10.0	0.0	6
2020-04-06 03:50:00	6.0	4.0	4.0	5.0	8.0	0.0	6
2020-04-06 03:55:00	10.0	0.0	7.0	3.0	0.0	0.0	6
2020-04-06 04:00:00	4.75	4.25	6.25	6.75	7.25	0.25	6
2020-04-06 04:05:00	10.0	5.0	5.0	8.0	9.0	0.0	6
2020-04-06 04:15:00	10.0	9.0	10.0	8.0	6.0	0.0	6
2020-04-06 04:20:00	4.5	3.5	9.0	7.0	9.0	0.0	6
2020-04-06 04:25:00	5.5	8.0	7.0	6.5	4.0	0.0	6
2020-04-06 04:30:00	1.0	5.0	10.0	5.0	2.0	0.0	6
2020-04-06 04:45:00	7.0	6.0	4.0	10.0	0.0	0.0	6
2020-04-06 05:05:00	2.0	10.0	8.0	6.0	10.0	1.0	6
2020-04-06 05:10:00	7.0	4.0	7.0	3.0	6.0	0.0	6
2020-04-06 05:20:00	6.0	2.5	8.0	2.5	7.5	0.0	6
2020-04-06 05:30:00	2.0	5.0	9.0	8.0	3.0	0.0	6
2020-04-06 05:35:00	7.5	0.5	6.5	5.0	8.5	0.5	6
2020-04-06 05:40:00	3.0	0.0	0.0	7.0	8.0	0.0	6
2020-04-06 05:45:00	10.0	5.0	10.0	10.0	3.0	0.0	6
2020-04-06 05:55:00	8.0	4.5	3.5	6.0	2.5	0.0	6
2020-04-06 06:05:00	6.0	6.0	1.0	7.5	5.5	0.0	6
2020-04-06 06:10:00	2.6666666666666665	7.666666666666667	3.3333333333333335	2.6666666666666665	8.0	0.0	6
2020-04-06 06:15:00	7.0	6.5	4.5	9.0	6.0	0.5	6
2020-04-06 06:30:00	0.5	9.0	7.0	3.5	3.5	0.0	6
2020-04-06 06:45:00	5.0	4.0	5.0	8.0	4.0	0.0	6
2020-04-06 06:50:00	8.0	7.0	6.0	3.0	8.0	0.0	6
2020-04-06 06:55:00	8.0	4.0	5.0	3.0	2.0	0.0	6
2020-04-06 07:00:00	10.0	7.0	9.0	8.0	10.0	0.0	6
2020-04-06 07:05:00	9.0	7.0	1.0	5.0	10.0	0.0	6
2020-04-06 07:10:00	10.0	3.0	2.0	10.0	9.0	0.0	6
2020-04-06 07:15:00	3.0	6.0	10.0	1.0	10.0	0.0	6
2020-04-06 07:20:00	6.0	4.0	7.0	10.0	3.0	0.0	6
2020-04-06 07:25:00	6.0	7.0	7.5	5.0	7.0	0.0	6
2020-04-06 07:30:00	4.0	0.5	8.0	3.5	5.5	0.0	6
2020-04-06 07:35:00	4.0	1.0	8.0	3.0	4.0	0.0	6
2020-04-06 07:40:00	3.5	4.0	8.5	6.5	4.5	0.0	6
2020-04-06 07:45:00	6.0	8.0	6.0	5.0	8.5	0.0	6
2020-04-06 07:55:00	5.5	4.0	6.0	4.0	5.0	0.5	6
2020-04-06 08:10:00	7.0	8.0	3.0	8.0	0.0	0.0	6
2020-04-06 08:25:00	3.5	2.5	7.0	7.5	6.5	0.0	6
2020-04-06 08:30:00	9.5	8.5	2.0	5.0	5.0	0.5	6
2020-04-06 08:35:00	4.0	3.0	0.0	5.0	4.0	1.0	6
2020-04-06 08:45:00	10.0	5.0	8.0	10.0	10.0	0.0	6
2020-04-06 08:55:00	4.0	0.0	10.0	4.0	0.0	0.0	6
2020-04-06 09:05:00	10.0	6.0	6.0	1.0	4.0	0.0	6
2020-04-06 09:10:00	1.0	4.0	5.0	7.0	0.0	0.0	6
2020-04-06 09:20:00	3.0	3.3333333333333335	2.3333333333333335	3.0	4.0	0.0	6
2020-04-06 09:40:00	6.0	10.0	5.0	10.0	2.0	0.0	6
2020-04-06 09:45:00	10.0	2.0	10.0	2.0	10.0	0.0	6
2020-04-06 09:50:00	6.0	10.0	3.0	1.0	10.0	0.0	6
