DateTime	sewer_and_water	power	roads_and_bridges	medical	buildings	shake_intensity	location
2020-04-06 00:00:00	9.0	1.5	9.5	0.0	6.5	0.5	4
2020-04-06 00:10:00	6.0	5.0	9.0	0.0	7.5	0.0	4
2020-04-06 00:30:00	10.0	3.0	6.0	0.0	3.0	0.0	4
2020-04-06 00:55:00	9.0	0.0	1.0	0.0	5.0	0.0	4
2020-04-06 02:05:00	10.0	8.0	8.0	0.0	0.0	0.0	4
2020-04-06 02:25:00	10.0	10.0	8.0	0.0	10.0	0.0	4
2020-04-06 02:35:00	5.0	8.0	2.0	0.0	10.0	0.0	4
2020-04-06 03:45:00	3.0	1.0	1.0	0.0	2.0	0.0	4
2020-04-06 04:15:00	4.0	1.0	9.0	0.0	9.0	0.0	4
2020-04-06 04:25:00	5.0	4.0	10.0	0.0	3.0	0.0	4
2020-04-06 05:15:00	6.0	5.0	5.0	0.0	4.0	0.0	4
2020-04-06 05:25:00	5.0	9.0	7.0	0.0	1.0	0.0	4
2020-04-06 05:55:00	10.0	8.0	5.0	0.0	5.0	0.0	4
2020-04-06 06:50:00	5.0	5.0	6.0	0.0	3.0	0.0	4
2020-04-06 07:10:00	7.0	0.0	9.0	0.0	2.0	0.0	4
2020-04-06 07:20:00	1.0	6.0	5.0	0.0	8.0	0.0	4
2020-04-06 08:00:00	1.0	6.0	4.0	0.0	8.0	0.0	4
2020-04-06 08:10:00	7.0	2.0	1.0	0.0	4.0	0.0	4
2020-04-06 09:40:00	6.0	9.0	0.0	0.0	7.0	0.0	4
2020-04-06 10:00:00	9.0	10.0	6.0	0.0	10.0	0.0	4
2020-04-06 12:05:00	7.0	2.0	4.0	0.0	6.0	0.0	4
2020-04-06 14:00:00	9.0	8.0	10.0	0.0	10.0	0.0	4
2020-04-06 14:35:00	0.0	0.14285714285714285	0.14285714285714285	0.0	1.8571428571428572	2.142857142857143	4
2020-04-06 14:40:00	0.0	1.0	0.0	0.0	2.0	2.0	4
2020-04-06 14:45:00	0.0	0.0	0.0	0.0	2.0	1.0	4
2020-04-06 14:50:00	0.0	0.0	1.0	0.0	2.0	2.0	4
2020-04-06 15:00:00	0.0	0.0	0.0	0.0	2.0	3.0	4
2020-04-06 15:05:00	0.0	0.0	0.0	7.0	1.0	2.0	4
2020-04-06 15:10:00	0.0	0.0	0.0	0.0	2.0	1.0	4
2020-04-06 15:25:00	0.0	0.0	0.0	0.0	2.0	2.0	4
2020-04-06 15:30:00	0.0	0.0	0.0	0.0	2.0	2.0	4
